Date,Name,Category,Type,Amount,Notes,Created,January,February,March,April,May,June,July,August,September,October,November,December
"May 22, 2024",Cà phê thousand bean,Cà phê (https://www.notion.so/C-ph-331b55dad1ec48bebb3fcf6dae9e8cc5?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),105000,,"May 22, 2024 4:39 PM",0,0,0,0,105000,0,0,0,0,0,0,0
"May 22, 2024",Bún bò,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),60000,,"May 22, 2024 4:40 PM",0,0,0,0,60000,0,0,0,0,0,0,0
"May 23, 2024",Passio coffee,Cà phê (https://www.notion.so/C-ph-331b55dad1ec48bebb3fcf6dae9e8cc5?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),50000,,"May 23, 2024 12:43 PM",0,0,0,0,50000,0,0,0,0,0,0,0
"May 23, 2024",Figma plan,Giáo dục (https://www.notion.so/Gi-o-d-c-dfb222b500634e0e9d0fb389b495154a?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),425000,,"May 23, 2024 12:43 PM",0,0,0,0,425000,0,0,0,0,0,0,0
"May 24, 2024",Passio coffee,Cà phê (https://www.notion.so/C-ph-331b55dad1ec48bebb3fcf6dae9e8cc5?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),25000,,"May 24, 2024 8:17 AM",0,0,0,0,25000,0,0,0,0,0,0,0
"May 24, 2024",Bún + giá đỗ,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),17000,,"May 24, 2024 8:17 AM",0,0,0,0,17000,0,0,0,0,0,0,0
"May 24, 2024",Dừa,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),14000,,"May 24, 2024 8:18 AM",0,0,0,0,14000,0,0,0,0,0,0,0
"May 24, 2024",Ăn Hàn Quốc,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),710000,,"May 24, 2024 8:18 AM",0,0,0,0,710000,0,0,0,0,0,0,0
"May 25, 2024",Sầu riêng,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Lãng phí (Wasted) (https://www.notion.so/L-ng-ph-Wasted-072aa5468ba548e3a634e90258b6a4cc?pvs=21),320000,,"May 26, 2024 10:09 AM",0,0,0,0,320000,0,0,0,0,0,0,0
"May 26, 2024",Bơ,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),30000,,"May 26, 2024 10:10 AM",0,0,0,0,30000,0,0,0,0,0,0,0
"May 26, 2024",Ăn sáng,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),23000,,"May 26, 2024 10:10 AM",0,0,0,0,23000,0,0,0,0,0,0,0
"May 26, 2024",Cà phê Passio,Cà phê (https://www.notion.so/C-ph-331b55dad1ec48bebb3fcf6dae9e8cc5?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),25000,,"May 26, 2024 10:10 AM",0,0,0,0,25000,0,0,0,0,0,0,0
"May 26, 2024",Nước,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),65000,,"May 26, 2024 6:41 PM",0,0,0,0,65000,0,0,0,0,0,0,0
"May 26, 2024",Cà phê hạt Hummingbird,Cà phê (https://www.notion.so/C-ph-331b55dad1ec48bebb3fcf6dae9e8cc5?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),350000,,"May 26, 2024 10:00 PM",0,0,0,0,350000,0,0,0,0,0,0,0
"May 26, 2024",Uniqlo,Mua sắm (https://www.notion.so/Mua-s-m-d4dae4175a014e4ca1ec27da23dd373b?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),989000,,"May 26, 2024 10:01 PM",0,0,0,0,989000,0,0,0,0,0,0,0
"May 27, 2024",Rau + trái cây,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),13000,,"May 27, 2024 2:31 PM",0,0,0,0,13000,0,0,0,0,0,0,0
"May 27, 2024",Lotte,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),200000,"Rau, sữa, muối, bánh mì, trái cây","May 28, 2024 12:36 PM",0,0,0,0,200000,0,0,0,0,0,0,0
"May 30, 2024",Cà phê trung nguyên,Cà phê (https://www.notion.so/C-ph-331b55dad1ec48bebb3fcf6dae9e8cc5?pvs=21),Lãng phí (Wasted) (https://www.notion.so/L-ng-ph-Wasted-072aa5468ba548e3a634e90258b6a4cc?pvs=21),114000,,"May 30, 2024 2:48 PM",0,0,0,0,114000,0,0,0,0,0,0,0
"May 30, 2024",Cơm tấm,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),105000,,"May 30, 2024 9:06 PM",0,0,0,0,105000,0,0,0,0,0,0,0
"May 30, 2024",Lotte cho trái cây + mì tôm,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),103000,,"May 30, 2024 9:07 PM",0,0,0,0,103000,0,0,0,0,0,0,0
"May 30, 2024",Nước,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),65000,,"May 30, 2024 9:07 PM",0,0,0,0,65000,0,0,0,0,0,0,0
"May 31, 2024",Ăn sáng,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),56000,,"May 31, 2024 12:32 PM",0,0,0,0,56000,0,0,0,0,0,0,0
"May 31, 2024",Đăng ký bằng lái xe,Đi lại (https://www.notion.so/i-l-i-90e61bd171bc4d538722d78bea485584?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),1000000,,"May 31, 2024 12:33 PM",0,0,0,0,1000000,0,0,0,0,0,0,0
"May 31, 2024",Lotte thực phẩm,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),160000,"Rau, bánh muffin, sushi","May 31, 2024 9:23 PM",0,0,0,0,160000,0,0,0,0,0,0,0
"May 31, 2024",Nước giặt,Mua sắm (https://www.notion.so/Mua-s-m-d4dae4175a014e4ca1ec27da23dd373b?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),90000,,"May 31, 2024 9:24 PM",0,0,0,0,90000,0,0,0,0,0,0,0
"June 1, 2024",Cà phê hummingbird,Cà phê (https://www.notion.so/C-ph-331b55dad1ec48bebb3fcf6dae9e8cc5?pvs=21),Lãng phí (Wasted) (https://www.notion.so/L-ng-ph-Wasted-072aa5468ba548e3a634e90258b6a4cc?pvs=21),75000,,"June 1, 2024 4:51 PM",0,0,0,0,0,75000,0,0,0,0,0,0
"June 2, 2024",Đi chợ,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),334000,,"June 2, 2024 10:21 AM",0,0,0,0,0,334000,0,0,0,0,0,0
"June 3, 2024",coffee passio,Cà phê (https://www.notion.so/C-ph-331b55dad1ec48bebb3fcf6dae9e8cc5?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),50000,,"June 3, 2024 7:50 AM",0,0,0,0,0,50000,0,0,0,0,0,0
"June 3, 2024",Đi chợ,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),21000,,"June 3, 2024 8:50 PM",0,0,0,0,0,21000,0,0,0,0,0,0
"June 3, 2024",Nước,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),65000,,"June 3, 2024 8:51 PM",0,0,0,0,0,65000,0,0,0,0,0,0
"June 3, 2024",Nước coca,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),10000,,"June 3, 2024 8:51 PM",0,0,0,0,0,10000,0,0,0,0,0,0
"June 4, 2024",Bánh mì,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),40000,,"June 4, 2024 9:14 AM",0,0,0,0,0,40000,0,0,0,0,0,0
"June 4, 2024",Bún tươi,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),10000,,"June 4, 2024 9:14 AM",0,0,0,0,0,10000,0,0,0,0,0,0
"June 4, 2024",Lotte,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),200000,"Trái cây, bánh","June 5, 2024 7:13 AM",0,0,0,0,0,200000,0,0,0,0,0,0
"June 9, 2024",Đổ xăng,Đi lại (https://www.notion.so/i-l-i-90e61bd171bc4d538722d78bea485584?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),50000,,"June 5, 2024 7:13 AM",0,0,0,0,0,50000,0,0,0,0,0,0
"June 5, 2024",Cà phê passio,Cà phê (https://www.notion.so/C-ph-331b55dad1ec48bebb3fcf6dae9e8cc5?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),50000,,"June 5, 2024 7:14 AM",0,0,0,0,0,50000,0,0,0,0,0,0
"June 6, 2024",Ăn cua,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),546000,,"June 6, 2024 8:57 PM",0,0,0,0,0,546000,0,0,0,0,0,0
"June 6, 2024",Cà phê passio,Cà phê (https://www.notion.so/C-ph-331b55dad1ec48bebb3fcf6dae9e8cc5?pvs=21),Lãng phí (Wasted) (https://www.notion.so/L-ng-ph-Wasted-072aa5468ba548e3a634e90258b6a4cc?pvs=21),25000,,"June 6, 2024 8:58 PM",0,0,0,0,0,25000,0,0,0,0,0,0
"June 6, 2024",Ăn sáng,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),40000,,"June 6, 2024 8:59 PM",0,0,0,0,0,40000,0,0,0,0,0,0
"June 6, 2024",Gửi xe thi bằng lái,Đi lại (https://www.notion.so/i-l-i-90e61bd171bc4d538722d78bea485584?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),10000,,"June 6, 2024 9:00 PM",0,0,0,0,0,10000,0,0,0,0,0,0
"June 8, 2024",Quần đùi,Mua sắm (https://www.notion.so/Mua-s-m-d4dae4175a014e4ca1ec27da23dd373b?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),127000,,"June 9, 2024 7:04 AM",0,0,0,0,0,127000,0,0,0,0,0,0
"June 8, 2024",Ăn sáng,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),56000,,"June 9, 2024 7:05 AM",0,0,0,0,0,56000,0,0,0,0,0,0
"June 8, 2024",Cà phê passio,Cà phê (https://www.notion.so/C-ph-331b55dad1ec48bebb3fcf6dae9e8cc5?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),25000,,"June 9, 2024 7:05 AM",0,0,0,0,0,25000,0,0,0,0,0,0
"June 8, 2024",Gửi xe,Đi lại (https://www.notion.so/i-l-i-90e61bd171bc4d538722d78bea485584?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),10000,,"June 9, 2024 7:06 AM",0,0,0,0,0,10000,0,0,0,0,0,0
"June 8, 2024",Cà phê hạt hummingbird,Cà phê (https://www.notion.so/C-ph-331b55dad1ec48bebb3fcf6dae9e8cc5?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),215000,,"June 9, 2024 7:06 AM",0,0,0,0,0,215000,0,0,0,0,0,0
"June 8, 2024",Cà phê hummingbird,Cà phê (https://www.notion.so/C-ph-331b55dad1ec48bebb3fcf6dae9e8cc5?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),140000,,"June 9, 2024 7:07 AM",0,0,0,0,0,140000,0,0,0,0,0,0
"June 8, 2024",Nước,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),75000,,"June 9, 2024 7:08 AM",0,0,0,0,0,75000,0,0,0,0,0,0
"June 6, 2024",Bắp trái,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),20000,,"June 9, 2024 7:08 AM",0,0,0,0,0,20000,0,0,0,0,0,0
"June 10, 2024",Đi chợ,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),245000,,"June 10, 2024 10:58 AM",0,0,0,0,0,245000,0,0,0,0,0,0
"June 10, 2024",Áo thun ba lỗ,Mua sắm (https://www.notion.so/Mua-s-m-d4dae4175a014e4ca1ec27da23dd373b?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),116000,,"June 10, 2024 10:59 AM",0,0,0,0,0,116000,0,0,0,0,0,0
"June 15, 2024",Internet (1),Hoá đơn - Thanh toán định kì (https://www.notion.so/Ho-n-Thanh-to-n-nh-k-69e6e15431934b5bb36651c0332101da?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),250000,,"June 15, 2024 7:29 AM",0,0,0,0,0,250000,0,0,0,0,0,0
"June 14, 2024",Bánh xèo phú yên (1),Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),105000,,"June 15, 2024 7:29 AM",0,0,0,0,0,105000,0,0,0,0,0,0
"June 12, 2024",Lotte mart (1),Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),,525000,"Bánh, trái cây, rau, đường, kem đánh răng, sữa tắm","June 15, 2024 7:29 AM",0,0,0,0,0,525000,0,0,0,0,0,0
"June 12, 2024",Cà phê beanthere (1),Cà phê (https://www.notion.so/C-ph-331b55dad1ec48bebb3fcf6dae9e8cc5?pvs=21),,59000,,"June 15, 2024 7:29 AM",0,0,0,0,0,59000,0,0,0,0,0,0
"June 13, 2024",Lotte (1),Mua sắm (https://www.notion.so/Mua-s-m-d4dae4175a014e4ca1ec27da23dd373b?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),152000,"dầu gội gàu, rau, mì tôm","June 15, 2024 7:29 AM",0,0,0,0,0,152000,0,0,0,0,0,0
"June 14, 2024",Gói euro (1),Giải trí (https://www.notion.so/Gi-i-tr-a2c19c813ed640deabf3fecf04dfafe0?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),66000,,"June 15, 2024 7:29 AM",0,0,0,0,0,66000,0,0,0,0,0,0
"June 12, 2024",Nước (1),Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),,65000,,"June 15, 2024 7:29 AM",0,0,0,0,0,65000,0,0,0,0,0,0
"June 14, 2024",Bún + giá đỗ (1),Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),17000,,"June 15, 2024 7:29 AM",0,0,0,0,0,17000,0,0,0,0,0,0
"June 11, 2024",Cơm gà (1),Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),,51000,,"June 15, 2024 7:29 AM",0,0,0,0,0,51000,0,0,0,0,0,0
"June 13, 2024",Cà phê passio (1),Cà phê (https://www.notion.so/C-ph-331b55dad1ec48bebb3fcf6dae9e8cc5?pvs=21),Lãng phí (Wasted) (https://www.notion.so/L-ng-ph-Wasted-072aa5468ba548e3a634e90258b6a4cc?pvs=21),54000,,"June 15, 2024 7:29 AM",0,0,0,0,0,54000,0,0,0,0,0,0
"June 12, 2024",Gà rán Lotte (1),Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),,155000,,"June 15, 2024 7:29 AM",0,0,0,0,0,155000,0,0,0,0,0,0
"June 15, 2024",Tiền nhà,Hoá đơn - Thanh toán định kì (https://www.notion.so/Ho-n-Thanh-to-n-nh-k-69e6e15431934b5bb36651c0332101da?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),5346000,,"June 15, 2024 7:31 AM",0,0,0,0,0,5346000,0,0,0,0,0,0
"June 15, 2024",Ăn sáng,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),35000,,"June 15, 2024 8:35 PM",0,0,0,0,0,35000,0,0,0,0,0,0
"June 15, 2024",Đi chợ,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),286000,,"June 15, 2024 8:35 PM",0,0,0,0,0,286000,0,0,0,0,0,0
"June 15, 2024",Trà sữa,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Lãng phí (Wasted) (https://www.notion.so/L-ng-ph-Wasted-072aa5468ba548e3a634e90258b6a4cc?pvs=21),49000,,"June 15, 2024 8:36 PM",0,0,0,0,0,49000,0,0,0,0,0,0
"June 16, 2024",Nước,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),65000,,"June 16, 2024 12:32 PM",0,0,0,0,0,65000,0,0,0,0,0,0
"June 16, 2024",Bánh bèo huế,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Lãng phí (Wasted) (https://www.notion.so/L-ng-ph-Wasted-072aa5468ba548e3a634e90258b6a4cc?pvs=21),102000,,"June 16, 2024 12:33 PM",0,0,0,0,0,102000,0,0,0,0,0,0
"June 16, 2024",Nón bulldog,Đi lại (https://www.notion.so/i-l-i-90e61bd171bc4d538722d78bea485584?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),776000,,"June 16, 2024 12:33 PM",0,0,0,0,0,776000,0,0,0,0,0,0
"June 16, 2024",Cà phê  hoàng sa,Cà phê (https://www.notion.so/C-ph-331b55dad1ec48bebb3fcf6dae9e8cc5?pvs=21),Lãng phí (Wasted) (https://www.notion.so/L-ng-ph-Wasted-072aa5468ba548e3a634e90258b6a4cc?pvs=21),110000,,"June 16, 2024 12:34 PM",0,0,0,0,0,110000,0,0,0,0,0,0
"June 16, 2024",Đổ xăng,Đi lại (https://www.notion.so/i-l-i-90e61bd171bc4d538722d78bea485584?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),50000,,"June 16, 2024 12:35 PM",0,0,0,0,0,50000,0,0,0,0,0,0
"June 17, 2024",Ăn sáng,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),23000,,"June 17, 2024 12:57 PM",0,0,0,0,0,23000,0,0,0,0,0,0
"June 17, 2024",Gạo,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),200000,,"June 17, 2024 12:57 PM",0,0,0,0,0,200000,0,0,0,0,0,0
"June 17, 2024",Trà sữa Sasimi,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Lãng phí (Wasted) (https://www.notion.so/L-ng-ph-Wasted-072aa5468ba548e3a634e90258b6a4cc?pvs=21),70000,,"June 17, 2024 3:33 PM",0,0,0,0,0,70000,0,0,0,0,0,0
"June 18, 2024",Spotify premium,Giải trí (https://www.notion.so/Gi-i-tr-a2c19c813ed640deabf3fecf04dfafe0?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),59000,,"June 18, 2024 11:05 AM",0,0,0,0,0,59000,0,0,0,0,0,0
"June 18, 2024",Bún,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),10000,,"June 18, 2024 10:55 PM",0,0,0,0,0,10000,0,0,0,0,0,0
"June 18, 2024",Đi chợ,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),147000,,"June 18, 2024 10:55 PM",0,0,0,0,0,147000,0,0,0,0,0,0
"June 18, 2024",Hớt tóc,Sức khoẻ (https://www.notion.so/S-c-kho-e0597c901e1948e780fec8fbaba7f052?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),60000,,"June 18, 2024 10:56 PM",0,0,0,0,0,60000,0,0,0,0,0,0
"June 19, 2024","Mỹ phẩm ",Sức khoẻ (https://www.notion.so/S-c-kho-e0597c901e1948e780fec8fbaba7f052?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),1213000,,"June 20, 2024 9:00 AM",0,0,0,0,0,1213000,0,0,0,0,0,0
